source_ref	repo_key	kind	path_or_url	lines_or_id	read_reason	takeaway	lead_key
working source:packages/plitejs/src/history/history-state.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/history/history-state.ts	280-377	Current mapping owner	Inverse history batches transform through later changes	review:dependent-decisions:atomicity
working source:packages/plitejs/src/yjs/core/editor-adapter.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/yjs/core/editor-adapter.ts	1-85	Collaboration entry	Remote changes arrive through trusted adapter policy	revision:authored-canonical-change:identity
working source:packages/plitejs/package.json	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/package.json	188-214	Installed Yjs generation	Current dependency 13.6.30 differs from researched v14	review:accepted-base-and-pending:projection
working source:docs/plans/2026-08-31-hard-cut-comments-ownership.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/plans/2026-08-31-hard-cut-comments-ownership.md	70-177	Current source authority	Original wrong-owner/duplicate-truth/lifetime motivation; target superseded	discussion:reference-change-identity:lifetime
working source:docs/plans/2026-09-09-comments-package-data.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/plans/2026-09-09-comments-package-data.md	1-165	Current source authority	Latest package ownership supersedes application channels	discussion:reference-change-identity:lifetime
working source:docs/plans/2026-09-09-comments-initialization.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/plans/2026-09-09-comments-initialization.md	1-100	Current source authority	Earlier channel constraint; suggestion visibility failures scoped	discussion:reference-change-identity:lifetime
working source:docs/plans/2026-09-05-comments-complete-source-and-api-execution.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/plans/2026-09-05-comments-complete-source-and-api-execution.md	1-45	Current source authority	Keep suggestion replies independent from decisions	discussion:reference-change-identity:lifetime
working source:docs/plans/2026-09-06-comments-discussions-main-parity.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/plans/2026-09-06-comments-discussions-main-parity.md	1-60	Current source authority	Main user jobs, not legacy internals, are parity authority	discussion:reference-change-identity:lifetime
working source:docs/vision/plate.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/vision/plate.md	233-253	Current source authority	Current Comments package and reply-identity law	discussion:reference-change-identity:lifetime
working source:docs/vision/plite.md	local/plate-2	local source	/Users/zbeyens/git/plate-2/docs/vision/plite.md	25-40; 200-216; 250-284	Current source authority	Canonical changes and runtime identity ownership	discussion:reference-change-identity:lifetime
96c96e1fcb1ef6ce866d5264b3f97f7f77b11f64:src/utils/Renderer.js	github.com/yjs/yjs	local source	/tmp/plate-authored-research/yjs/src/utils/Renderer.js	55-82; 218-255; 359-529	Current base/proposal and attribution mechanics	DiffRenderer selective decisions and dependent inserted subtrees	review:accepted-base-and-pending:projection
96c96e1fcb1ef6ce866d5264b3f97f7f77b11f64:tests/attribution.tests.js	github.com/yjs/yjs	local source	/tmp/plate-authored-research/yjs/tests/attribution.tests.js	567-596; 843-900	Proof family inspection; not executed	Replica convergence and edits through pending-deleted parent	review:explicit-coordinate-views:native-position
96c96e1fcb1ef6ce866d5264b3f97f7f77b11f64:package.json	github.com/yjs/yjs	local source	/tmp/plate-authored-research/yjs/package.json	1-100	Version and dependency identity	@y/y 14.0.0-rc.26 prerelease	review:accepted-base-and-pending:projection
96c96e1fcb1ef6ce866d5264b3f97f7f77b11f64:LICENSE	github.com/yjs/yjs	local source	/tmp/plate-authored-research/yjs/LICENSE	1-22	License verification	MIT text; no code copied	review:accepted-base-and-pending:projection
20f32ad96cb7f117913bde2469dd29b610bd43b1:ARCHITECTURE.md	github.com/yjs/y-prosemirror	local source	/tmp/plate-authored-research/y-prosemirror/ARCHITECTURE.md	1-85	Data/view owner separation	Attribution marks stripped on write-back	review:accepted-base-and-pending:projection
20f32ad96cb7f117913bde2469dd29b610bd43b1:CAVEATS.md	github.com/yjs/y-prosemirror	local source	/tmp/plate-authored-research/y-prosemirror/CAVEATS.md	1-121; 127-230 selected sections	Structural and schema counterexample	Convergence can still delete schema-invalid content	review:explicit-coordinate-views:native-position
ca33cf4b3d5efee023a6544cc3d7c66b87f28a61:API.md	github.com/yjs/yhub	local source	/Users/zbeyens/git/yhub/API.md	19-41; 233-276; 1117-1149	Authorship, branches, history and retention	Rollback/filter versus history retention versus branches	revision:retention-separate-from-undo:history
ca33cf4b3d5efee023a6544cc3d7c66b87f28a61:src/compute-worker.js	github.com/yjs/yhub	local source	/Users/zbeyens/git/yhub/src/compute-worker.js	55-63; 262-293	Server attribution and rollback	New compensating updates receive acting user attribution	revision:authored-canonical-change:identity
e215757276357b64cf74f536552f3a5ef292fa1a:src/changeset.ts	github.com/prosemirror/prosemirror-changeset	local source	/Users/zbeyens/git/prosemirror-changeset/src/changeset.ts	1-160	Diff alternative	Incremental changeset; default encoding ignores marks/attrs	snapshot-diff
653fba70ba29ef6ea6af3ad8d60244a58df7281b:src/withSuggestChanges.ts	github.com/handlewithcarecollective/prosemirror-suggest-changes	local source	/Users/zbeyens/git/prosemirror-suggest-changes/src/withSuggestChanges.ts	1-185	Strong mark-based implementation	Step-specific rewriting and fallback mapping	review:complete-capture:mutation-boundary
653fba70ba29ef6ea6af3ad8d60244a58df7281b:src/index.ts	github.com/handlewithcarecollective/prosemirror-suggest-changes	local source	/Users/zbeyens/git/prosemirror-suggest-changes/src/index.ts	1-40	Public API surface	Range and ID decision APIs	review:dependent-decisions:atomicity
62f4d19dda4c2d41afa5d9fdecea840fb6bfb0be:src/tracking/trackTransaction.ts	github.com/atypon-opensource/manuscripts-track-changes-plugin	local source	/Users/zbeyens/git/manuscripts-track-changes-plugin/src/tracking/trackTransaction.ts	1-155	Structural tracking prior art	Invert/reapply steps plus marks and attributes; Apache headers	review:complete-capture:mutation-boundary
62f4d19dda4c2d41afa5d9fdecea840fb6bfb0be:src/types/track.ts	github.com/atypon-opensource/manuscripts-track-changes-plugin	local source	/Users/zbeyens/git/manuscripts-track-changes-plugin/src/types/track.ts	1-65	Tracking owner state	User, enablement and changeset state	revision:authored-canonical-change:identity
1618c976ca23fca8282c4a69ebbb0bb0c3f27ab1:javascript/src/implementation.ts	github.com/automerge/automerge	local source	/Users/zbeyens/git/automerge/javascript/src/implementation.ts	207-210; 270-345; 899-919; 1070-1125	Causal revision/history primitives	Author/actor mapping, view/fork, retained changes, diff	revision:authored-canonical-change:identity
d5da57dd2a91d735656808cbbe2a3f1c755c2441:crates/loro-internal/src/change_meta.rs	github.com/loro-dev/loro	local source	/Users/zbeyens/git/loro/crates/loro-internal/src/change_meta.rs	1-75	Grouped causal change metadata	ID, dependencies, timestamp, message and operation count	revision:authored-canonical-change:identity
d5da57dd2a91d735656808cbbe2a3f1c755c2441:crates/loro-internal/src/undo.rs	github.com/loro-dev/loro	local source	/Users/zbeyens/git/loro/crates/loro-internal/src/undo.rs	154-160; transform/peer symbols	Undo owner and limits	Undo local to one peer, mapped through remote changes	revision:retention-separate-from-undo:history
cabf6fae68167efa98eeec13ec11bdb0461fb674:packages/document-api/src/track-changes/track-changes.ts	github.com/superdoc/docx-editor	local source	/Users/zbeyens/git/docx-editor/packages/document-api/src/track-changes/track-changes.ts	1-145; 188-297; validation symbols	Document decision contract	Logical target IDs, coordinates, revision guards, atomic multi-ID contract	review:dependent-decisions:atomicity
cabf6fae68167efa98eeec13ec11bdb0461fb674:apps/docs/content/docs/editor/track-changes.mdx	github.com/superdoc/docx-editor	local source	/Users/zbeyens/git/docx-editor/apps/docs/content/docs/editor/track-changes.mdx	1-150	Persisted review behavior	Undecided edits survive saved DOCX; views differ from decisions	review:explicit-coordinate-views:native-position
14e73cc31b869ce483bd8449f40b9102ac7746da:packages/ckeditor5-engine/src/model/history.ts	github.com/ckeditor/ckeditor5	local source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-engine/src/model/history.ts	1-85	Bounded core screening	Operation versions and undo pairing; premium feature not inspected	revision:retention-separate-from-undo:history
dd5c41b13193efa9ab1574234d8593d2c9e4f988:packages/lexical-history/src/index.ts	github.com/facebook/lexical	local source	/Users/zbeyens/git/lexical/packages/lexical-history/src/index.ts	1-75; undo/redo symbol inspection	Bounded core screening	Editor-state undo stacks do not themselves establish an authored journal	revision:retention-separate-from-undo:history
539cbffd0a13b18e9c65eb84dd35e6596e403158:packages/quill/src/modules/history.ts	github.com/slab/quill	local source	/Users/zbeyens/git/quill/packages/quill/src/modules/history.ts	1-100	Bounded core screening	Local source classification and inverse Delta undo	revision:retention-separate-from-undo:history
retrieved 2026-09-10	developers.google.com/workspace/docs	primary docs	https://developers.google.com/workspace/docs/api/how-tos/suggestions	target sections	Behavior/API comparison	Inline/accepted/rejected views and indexes; developer-preview batch intent	review:explicit-coordinate-views:native-position
retrieved 2026-09-10	developers.google.com/workspace/docs	primary docs	https://support.google.com/docs/answer/6033474?hl=en-4	target sections	Behavior/API comparison	Google Docs suggestion UI and bulk decisions	review:explicit-coordinate-views:native-position
retrieved 2026-09-10	github.com/ckeditor/ckeditor5	primary docs	https://ckeditor.com/docs/ckeditor5/latest/features/collaboration/track-changes/track-changes-integration.html	target sections	Behavior/API comparison	Save document data and suggestion metadata	review:accepted-base-and-pending:projection
retrieved 2026-09-10	github.com/ckeditor/ckeditor5	primary docs	https://ckeditor.com/docs/ckeditor5/latest/features/collaboration/track-changes/track-changes-custom-features.html	target sections	Behavior/API comparison	Commands disabled until integrated; enabling alone is not tracking	review:complete-capture:mutation-boundary
retrieved 2026-09-10	github.com/ueberdosis/tiptap	primary docs	https://tiptap.dev/docs/editor/extensions/functionality/tracked-changes	target sections	Behavior/API comparison	Paid alpha; programmatic proposal APIs	review:complete-capture:mutation-boundary
retrieved 2026-09-10	github.com/loro-dev/loro	primary docs	https://www.loro.dev/docs/advanced/undo	target sections	Behavior/API comparison	Single-peer local undo and cursor mapping	revision:retention-separate-from-undo:history
retrieved 2026-09-10	github.com/yjs/yjs	primary docs	https://docs.yjs.dev/api/undo-manager	target sections	Behavior/API comparison	Scoped undo and transaction origins; not durable human identity	revision:retention-separate-from-undo:history
retrieved 2026-09-10	github.com/automerge/automerge	primary docs	https://automerge.org/automerge-binary-format-spec/	target sections	Behavior/API comparison	Change dependencies and retained history	revision:retention-separate-from-undo:history
retrieved 2026-09-10	github.com/handlewithcarecollective/prosemirror-suggest-changes	issue	https://github.com/handlewithcarecollective/prosemirror-suggest-changes/issues/11	11	Edge case and policy evidence	Open report of newline edits outside review flow; not replayed	review:complete-capture:mutation-boundary
retrieved 2026-09-10	github.com/handlewithcarecollective/prosemirror-suggest-changes	issue	https://github.com/handlewithcarecollective/prosemirror-suggest-changes/issues/23	23	Edge case and policy evidence	Closed request for deciding part of grouped suggestions	review:dependent-decisions:atomicity
retrieved 2026-09-10	github.com/handlewithcarecollective/prosemirror-suggest-changes	issue	https://github.com/handlewithcarecollective/prosemirror-suggest-changes/issues/26	26	Edge case and policy evidence	Open request for AI change identity independent of neighbor grouping	revision:authored-canonical-change:identity
retrieved 2026-09-10	github.com/yjs/yjs	issue	https://github.com/yjs/yjs/issues/454	454	Edge case and policy evidence	Historical struct dependency discussion; current v14 source supersedes API-availability assumptions	review:dependent-decisions:atomicity
retrieved 2026-09-10	github.com/yjs/y-prosemirror	issue	https://github.com/yjs/y-prosemirror/issues/258	258	Edge case and policy evidence	Closed schema repair issue confirms deletion policy on current binding	review:explicit-coordinate-views:native-position
skill audit source:packages/plitejs/src/interfaces/editor.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/interfaces/editor.ts	409-500; 3493-3517	Existing state and effect contracts	Persisted state fields, effects and annotations have distinct contracts	revision:authored-canonical-change:identity
skill audit source:packages/plitejs/src/core/state-field.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/core/state-field.ts	1-151	Whole-field concurrency semantics	Shared field effects replace complete values; not per-record merge	review:dependent-decisions:atomicity
skill audit source:packages/plitejs/src/core/change/document-change.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/core/change/document-change.ts	978-1030	Transform capability boundary	Concurrent root lifecycle transformations can be rejected	review:dependent-decisions:atomicity
skill audit source:packages/plitejs/src/history/history.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/history/history.ts	1-63	History payload owner	History contains canonical changes and effects with schema identity	revision:retention-separate-from-undo:history
skill audit source:packages/plitejs/src/history/history-codec.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/history/history-codec.ts	145-235	History codec owner	Installed effect codecs participate in persisted history decoding	revision:retention-separate-from-undo:history
skill audit source:packages/plitejs/src/yjs/core/controller.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/yjs/core/controller.ts	463-654; 847-906	Effect publication and remote replay	Yjs transports shared effects; active field convergence needs separate proof	review:dependent-decisions:atomicity
skill audit source:packages/plitejs/src/editor-runtime-view.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/editor-runtime-view.ts	1-140; 1095-1120; 1193-1212	Mounted view and shared model lifetime	View state and runtime wrapper reuse one model owner	review:explicit-coordinate-views:native-position
skill audit source:packages/plitejs/test/document-state-contract.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/test/document-state-contract.ts	1-100	Existing persistence proof	State fields are represented in the document meta envelope	revision:authored-canonical-change:identity
skill audit source:packages/plitejs/test/collab-document-state-contract.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/test/collab-document-state-contract.ts	1-112	Existing collaboration proof	Ordered shared effects can replay without local undo history	revision:authored-canonical-change:identity
skill audit source:packages/plitejs/test/history/document-state-history-contract.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/test/history/document-state-history-contract.ts	1-100	Existing history proof	Effect inversion and state reducers participate in undo/redo	revision:retention-separate-from-undo:history
skill audit source:packages/plitejs/test/yjs/shared-effect-compaction-contract.spec.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/test/yjs/shared-effect-compaction-contract.spec.ts	1-121; test inventory	Existing checkpoint proof	Checkpoint tests cover useful facilities but not this concurrent replacement trace	review:dependent-decisions:atomicity
skill audit source:packages/plitejs/src/core/public-state.ts	local/plate-2	local source	/Users/zbeyens/git/plate-2/packages/plitejs/src/core/public-state.ts	4525-4615	Refresh changed source	Canonical apply remains outside semantic command dispatch; model probe rerun	review:complete-capture:mutation-boundary
