source_ref	repo_key	kind	path_or_url	lines_or_id	read_reason	takeaway	lead_key	scope_id	review_id	source_revision	source_fingerprint	checked_at
runtime-build-config	local/plate-2	source	tooling/config/direct-package.config.mts	1-117	Bundling dependency rule	neverBundle preserves bare imports	packaging:honest-virtual-dependency:artifact	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	edbd067c3486755f623250e379f9c853d0e905e7d5b7440301c8a8a49441758b	2026-09-11T21:53:04.055294+00:00
plite-build	local/plate-2	source	packages/plitejs/tsdown.config.mts	1-48	Actual exports and artifact guards	Root and pagination headless boundaries explicitly forbid React	packaging:honest-virtual-dependency:artifact	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	8137088a7a640e66a52da16d29b234d5d7de4b3e67ad97fd70633879308fdf77	2026-09-11T21:53:04.055294+00:00
package-manifest	local/plate-2	source	packages/plitejs/package.json	1-245	Published graph	TanStack and Pretext optional peers; actual static reachability differs by entry	packaging:honest-virtual-dependency:artifact	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	67e7c0b675a61c5b71e08a141a66836de6c14fd224646a5b2f646dbeb70c17d4	2026-09-11T21:53:04.055294+00:00
transition-proof	local/plate-2	source	packages/plitejs/test/react/editable-dom-strategy-transition.test.tsx	1-70	Existing claim width	Tests internal scroll runtime, not whole Editable identity	rendering:stable-active-dom:identity	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	0d8a11e13f4a2a9a90441dbc7c286bf2ee74769aa69209e9f24085814a7b81d4	2026-09-11T21:53:04.055294+00:00
page-fragment-proof	local/plate-2	source	packages/plitejs/test/pagination/react-fragments-contract.test.tsx	1-145	Current coordinate contract	Fragment/unit origins are canvas-space; current test has no bounded viewport	pagination:one-canvas:projection	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	87be12ecb935febd85a1068647575659486f0b98f07562fc1b035d7b3a1d8e6c	2026-09-11T21:53:04.055294+00:00
public-virtual-doc	local/plate-2	documentation	content/docs/plite/libraries/plite-react/experimental-virtualized-rendering.mdx	1-137	Public contract mismatch	Teaching says staged eventual coverage and auto production default; modes need coherent rewrite	rendering:explicit-omission:contract	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	2e16a2b6b6a7408dff30b84f3b6a2bb2b4cd7a29cf0a604c824b33d108a5a342	2026-09-11T21:53:04.055294+00:00
public-coverage-doc	local/plate-2	documentation	content/docs/plite/libraries/plite-react/dom-coverage-boundaries.mdx	1-125	Stated exclusion/search behavior	Promises exclude and summary; find field is declaration only	coverage:mixed-copy-policies:clipboard	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	4c592be8298ca5f3fa256e4783a46d9770d837564a6511f92836f2d2d22964ac	2026-09-11T21:53:04.055294+00:00
public-editable-doc	local/plate-2	documentation	content/docs/plite/libraries/plite-react/editable.mdx	1-115	Author call shape	Public strategy enum/metrics documented	rendering:explicit-omission:contract	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	18f7c9f44b8a01ec42d88ebb9e95ca9210468f729090a7fcb547ff5b590d31a7	2026-09-11T21:53:04.055294+00:00
page-plate-facade	local/plate-2	source	packages/platejs/src/pagination/react/index.ts	1	Plate ownership	Exact facade; no separate Plate layout runtime	pagination:one-canvas:projection	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	04734e46267cd8647c76d3b2c5df3ca6b639af385ef3d75bc66ca481f06aa377	2026-09-11T21:53:04.055294+00:00
prior-virtualization	local/plate-2	documentation	docs/plite/research/2026-09-09-editor-performance-iteration-2/virtualization.md	existing decision reused; targeted current-owner reconciliation	Research dedupe	E19 already implemented; E20-E23 do not accept new infrastructure	virtualization:surviving-scan:measurement	large-documents	2026-09-12-large-documents-deep-contract	5a899edcbea2c31f1bd34dc575c9dd3860c577d0	98fbf2d9c686049e2c271aa4870465301db9fc18033d5fd8c074e95e5f31c3d1	2026-09-11T21:53:04.055294+00:00
codemirror-view:src/viewstate.ts	github.com/codemirror/view	local-reference-source	/Users/zbeyens/git/codemirror-view/src/viewstate.ts	135-225;330-425;435-495	Viewports, selection endpoints, long lines	Separate endpoint retention and long-line behavior	rendering:stable-active-dom:identity	large-documents	2026-09-12-large-documents-deep-contract	fbff59ba004d80d8c914f64c42586387b08706ac	7d0af441be6c3ff4c1f19002461fd7599865a5966dc0fa9d6323434a9cf31cd2	2026-09-11T21:53:04.055294+00:00
codemirror-view:src/domobserver.ts	github.com/codemirror/view	local-reference-source	/Users/zbeyens/git/codemirror-view/src/domobserver.ts	140-168;print handler source search	Print lifecycle	Printing explicitly changes viewport measurement	native-coverage:service-proof:browser	large-documents	2026-09-12-large-documents-deep-contract	fbff59ba004d80d8c914f64c42586387b08706ac	568adbd53e1bdc4e51a788184db896b86d568ea2e453a08f43ad537217c2574b	2026-09-11T21:53:04.055294+00:00
slate:docs/walkthroughs/09-performance.md	github.com/zbeyens/slate	local-reference-source	/Users/zbeyens/git/slate/docs/walkthroughs/09-performance.md	50-120	DOM-present reconciliation	Chunking itself has no DOM effect; containment has independent tradeoffs	rendering:explicit-omission:contract	large-documents	2026-09-12-large-documents-deep-contract	945a484df2497e4c448b33f417b0de2a49840032	93f88c5fe21aabeb064a015dca59708f42825ec4eabca76f4f80357c5a944e4c	2026-09-11T21:53:04.055294+00:00
lexical:packages/lexical/src/LexicalReconciler.ts	github.com/facebook/lexical	local-reference-source	/Users/zbeyens/git/lexical/packages/lexical/src/LexicalReconciler.ts	1314-1385	Reconciliation alternatives	Targeted child reconciliation is separate from viewport omission; no whole-editor performance claim	rendering:explicit-omission:contract	large-documents	2026-09-12-large-documents-deep-contract	dd5c41b13193efa9ab1574234d8593d2c9e4f988	e25dbe733729ec6b931b18ef743a8df03e48e39c354a067d487709a40b8f0ff3	2026-09-11T21:53:04.055294+00:00
prosemirror-view:src/viewdesc.ts	github.com/prosemirror/prosemirror-view	local-reference-source	/Users/zbeyens/git/prosemirror-view/src/viewdesc.ts	765-852	IME identity	Preserves composing text DOM while reconciling	rendering:stable-active-dom:identity	large-documents	2026-09-12-large-documents-deep-contract	ca4c78e9b56f1b164c0b3758b59d8748f11b7534	73205e5de91d68f36bd7fb22e6e8e44f33997a7eac73c61f6218d1e4c1cac3cd	2026-09-11T21:53:04.055294+00:00
virtual:packages/virtual-core/src/index.ts	github.com/tanstack/virtual	local-reference-source	/Users/zbeyens/git/virtual/packages/virtual-core/src/index.ts	650-728;1058-1115	Backend ownership	Scroll lifetime and measurement cache belong to backend; clone version is reference only	packaging:honest-virtual-dependency:artifact	large-documents	2026-09-12-large-documents-deep-contract	59b1f84c66efc572559090ce9966312cb2e12d7e	5d524616876fe2b03760c2cd408c88851c387f9d26d20fb7271b74be94ec8a3e	2026-09-11T21:53:04.055294+00:00
wpt:css/css-contain/content-visibility/content-visibility-auto-print.html	github.com/web-platform-tests/wpt	git-object source	css/css-contain/content-visibility/content-visibility-auto-print.html	complete short test	Native-service oracle quality	Print reftest, not native editor proof	native-coverage:service-proof:browser	large-documents	2026-09-12-large-documents-deep-contract	dd54691426c23a08c6f4a0972b2c40965307e5ce	8832e6193b0712c08859e77c008807abc704fd78cfdeb0a22bd4ca8865c89b06	2026-09-11T21:53:04.055294+00:00
wpt:css/css-contain/content-visibility/content-visibility-auto-selection-crash.html	github.com/web-platform-tests/wpt	git-object source	css/css-contain/content-visibility/content-visibility-auto-selection-crash.html	complete short test	Native-service oracle quality	Crash test, not a selection-fidelity oracle	native-coverage:service-proof:browser	large-documents	2026-09-12-large-documents-deep-contract	dd54691426c23a08c6f4a0972b2c40965307e5ce	c7c034c32a19cc100f4e9cd593bac7878781f12c33a8bbad53103cf01b14fb66	2026-09-11T21:53:04.055294+00:00
csswg-current-draft	w3.org/csswg	primary web specification	https://drafts.csswg.org/css-contain/#content-visibility	content-visibility; accessibility; draft date	Native service distinction	DOM-present paint skipping differs from omission; draft is not browser parity evidence	native-coverage:service-proof:browser	large-documents	2026-09-12-large-documents-deep-contract	2026-06-23 draft	unknown	2026-09-11T21:53:04.055294+00:00
