source_ref	repo_key	kind	path_or_url	lines_or_id	read_reason	takeaway	lead_key	scope_id	review_id	source_revision	source_fingerprint	checked_at
eigenpal:ooxml-package	eigenpal/docx-editor	local-source	/Users/zbeyens/git/eigenpal-docx-editor/packages/core/src/store/package/ooxml-package.ts	122-189	Inspect typed/generic XML and binary package retention.	The package tree retains all XML as canonical nodes and binary parts as bytes.	docx:canonical-ooxml-tree-replacement:architecture	documents	2026-09-15-documents-retained-source-reassessment	84c46227d4ce4c4098a04dbccc4516578f2ab72d	ee4009aafb631688f51c63f8f1b988d2e58d84b8cea80057d107d959fa119908	2026-09-15
eigenpal:tree-binding	eigenpal/docx-editor	local-source	/Users/zbeyens/git/eigenpal-docx-editor/packages/core/src/binding/tree-binding.ts	1-68	Inspect reverse mapping from ProseMirror edits to OOXML.	Reverse projection emits minimal tree operations or refuses edits it cannot map safely.	docx:provenance-driven-invalidation:architecture	documents	2026-09-15-documents-retained-source-reassessment	84c46227d4ce4c4098a04dbccc4516578f2ab72d	2bbdc4348886a9b4c4e71c418fbbd02244d3a62bea097b0104d22472606edb01	2026-09-15
docx-cli:package	kklimuk/docx-cli	local-source	/Users/zbeyens/git/docx-cli/src/core/ast/document/package.ts	5-152	Inspect a surgical package owner aimed at automation.	The package abstraction retains loaded entries and rewrites selected OOXML views.	docx:provenance-driven-invalidation:architecture	documents	2026-09-15-documents-retained-source-reassessment	e528738ed22d1294be7938d7614525b4a585fa56	fbda7e8341b8013b54ea38bae358dbfb5f57d9f3de25c23879368c58fea95e03	2026-09-15
docx-cli:document	kklimuk/docx-cli	local-source	/Users/zbeyens/git/docx-cli/src/core/ast/document/index.ts	16-164	Inspect whether a document facade earns a Plate public owner.	The facade is useful for a bounded OOXML operation vocabulary, not arbitrary configured Plate editing.	docx:second-session-facade:api	documents	2026-09-15-documents-retained-source-reassessment	e528738ed22d1294be7938d7614525b4a585fa56	2a4769ff3f282c2711fb67e291e6d8200b6a285d450f1ca658fb662b490ff754	2026-09-15
docx-redline:document	ansonlai/docx-redline-js	local-source	/Users/zbeyens/git/docx-redline-js/node/docx-document.js	51-260	Inspect source identity, mutation and rollback mechanics.	The document owns original bytes, cloned working entries and a package revision token for atomic redline operations.	docx:provenance-driven-invalidation:architecture	documents	2026-09-15-documents-retained-source-reassessment	616b7f515c44a417f3700b84847ad6be21aeea74	eef39276cd4432ca0291557b60ae2febaff94eb88732817c6ac3ab2e75033e5c	2026-09-15
docx-redline:zip-reader	ansonlai/docx-redline-js	local-source	/Users/zbeyens/git/docx-redline-js/node/zip-archive.js	6-52	Check whether this engine supplies safe package-ingress evidence.	Its custom ZIP reader has no expanded-byte or compression-ratio limits, so it is not security precedent for Plate.	docx:bounded-package-admission:security	documents	2026-09-15-documents-retained-source-reassessment	616b7f515c44a417f3700b84847ad6be21aeea74	59eff49e10fd982117ee56d54057b2bf0c1e2a9f6c7b266bbbb4aa5e46d4b89a	2026-09-15
docx-redline:package-fidelity	ansonlai/docx-redline-js	local-source	/Users/zbeyens/git/docx-redline-js/tests/helpers/package-fidelity.mjs	26-209	Inspect package-delta proof helpers.	The helper inventories package entries and validates allowed changes, a useful complement to semantic reopen assertions.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	616b7f515c44a417f3700b84847ad6be21aeea74	9624f6a4035a42752113abea0da2e43d0adbe545507f4c5ba04f127bfb2f5465	2026-09-15
openxml:open-settings	dotnet/open-xml-sdk	local-source	/Users/zbeyens/git/Open-XML-SDK/src/DocumentFormat.OpenXml.Framework/Packaging/OpenSettings.cs	8-76	Inspect mature OOXML package settings and resource limits.	MaxCharactersInPart and markup-compatibility settings are useful substrate but do not form a complete browser ZIP budget.	docx:bounded-package-admission:security	documents	2026-09-15-documents-retained-source-reassessment	431ab05cf160248cc3885a4a766026d4f8243792	62fdc2591b751a8475535c0f02220ae4efd17507f2aa881162f79593d5577e5d	2026-09-15
openxml:unknown-element	dotnet/open-xml-sdk	local-source	/Users/zbeyens/git/Open-XML-SDK/src/DocumentFormat.OpenXml.Framework/OpenXmlUnknownElement.cs	15-218	Inspect unknown-element preservation in a mature OOXML DOM.	Unknown elements can retain raw outer XML lazily until parsed, proving generic source ownership belongs below semantic APIs.	docx:canonical-ooxml-tree-replacement:architecture	documents	2026-09-15-documents-retained-source-reassessment	431ab05cf160248cc3885a4a766026d4f8243792	335c02cd7b3f8826b63e93fd56e7aae5e4d74a5d2619dce5722e00b04a01245b	2026-09-15
openxml:roundtrip-test	dotnet/open-xml-sdk	local-source	/Users/zbeyens/git/Open-XML-SDK/test/DocumentFormat.OpenXml.Tests/DocxTests01.cs	819-857	Inspect mature no-op package proof style.	Focused tests reopen and save packages through the SDK; this is substrate proof rather than rich-text behavior proof.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	431ab05cf160248cc3885a4a766026d4f8243792	5437425e23dd9f3dc8a1d4ccfb35a4aa27921f14c299c5a23db3a855f678c545	2026-09-15
python-docx:part	python-openxml/python-docx	local-source	/Users/zbeyens/git/python-docx/src/docx/opc/part.py	21-180	Inspect generic fallback ownership for unsupported parts.	Generic Part retains opaque blobs when no specialized part class exists.	docx:source-bound-preservation-modes:api	documents	2026-09-15-documents-retained-source-reassessment	e45454602b53e8e572b179ccf1c91093ec9f4ed7	be2d13dc9886d525249eae5a41d34bf592529c363c077f37d9d89247f99a489e	2026-09-15
python-docx:package	python-openxml/python-docx	local-source	/Users/zbeyens/git/python-docx/src/docx/opc/package.py	46-166;182-219	Inspect package graph traversal and save ownership.	The package loads and walks reachable relationships while leaving semantic support to specialized parts.	docx:source-bound-preservation-modes:api	documents	2026-09-15-documents-retained-source-reassessment	e45454602b53e8e572b179ccf1c91093ec9f4ed7	450c3f96ea860da100ca5853a7ea2530267d3bdcefbfa49ef79221ed4a52b155	2026-09-15
python-docx:pkgwriter	python-openxml/python-docx	local-source	/Users/zbeyens/git/python-docx/src/docx/opc/pkgwriter.py	1-115	Inspect how retained package parts are emitted.	The writer emits all reachable package parts and relationships through the OPC graph.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	e45454602b53e8e572b179ccf1c91093ec9f4ed7	b210deb81b56d816c53931eb5f1f11f7b3d615a1ff7c4dfb25805f6f0e90591b	2026-09-15
github:opendoc-pr-98	casualoffice/opendoc	github-pr	https://github.com/CasualOffice/opendoc/pull/98	PR #98	Read implementation intent and stated retained-part limits.	Opaque admitted parts survive through a side table, while signatures are dropped and body-referenced parts may become orphaned.	docx:explicit-retained-source-artifact:architecture	documents	2026-09-15-documents-retained-source-reassessment	2026-07-26T03:11:55Z	efac7ba36e2a4ee90695b24f25af44d95d077a9e4c7347bbff340cafd8056e43	2026-09-15
github:folio-pr-697	stella/folio	github-pr	https://github.com/stella/folio/pull/697	PR #697	Read the repair history for package-part preservation.	A preservation allowlist dropped embeddings, macros and unknown parts; the repair moved toward retaining every unmodeled part.	docx:provenance-driven-invalidation:architecture	documents	2026-09-15-documents-retained-source-reassessment	2026-09-06T04:18:23Z	ab1c34e467b289757cb483dc5825e5902dda0d9b2a2a4bfa6bd7e8801b946fab	2026-09-15
github:folio-pr-795	stella/folio	github-pr	https://github.com/stella/folio/pull/795	PR #795	Read the repair history for formatting provenance.	Selective preservation needed authored formatting provenance to distinguish safe reuse from stale source formatting.	docx:provenance-driven-invalidation:architecture	documents	2026-09-15-documents-retained-source-reassessment	2026-09-09T20:21:12Z	f2b0acf1af7501d7ecbe36555346144cce20ef9c68dec566bb947fcbc327a499	2026-09-15
github:folio-issue-806	stella/folio	github-issue	https://github.com/stella/folio/issues/806	ISSUE #806	Read a state-boundary failure outside package machinery.	Comment mutations could disappear at the React state boundary before export, proving package fidelity alone is insufficient.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	2026-09-11T06:44:36Z	3270133815ab99ffe52ef4955db400131da848ad431970cc1a5c5cdc8f34266d	2026-09-15
github:eigenpal-issue-56	eigenpal/docx-editor	github-issue	https://github.com/eigenpal/docx-editor/issues/56	ISSUE #56	Read a no-op semantic save failure.	The 1.9 conversion path dropped line and page breaks and changed pagination on a save with no edits.	docx:canonical-ooxml-tree-replacement:architecture	documents	2026-09-15-documents-retained-source-reassessment	2026-08-29T18:46:53Z	57a9b061b4418702fed3f65f2ed84f259856212b20c28bafac36439647346c1e	2026-09-15
github:eigenpal-issue-70	eigenpal/docx-editor	github-issue	https://github.com/eigenpal/docx-editor/issues/70	ISSUE #70	Read a no-op package-growth failure.	The 1.9 path duplicated header and footer media on every save because ownership-aware reuse was missing.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	2026-08-29T18:46:50Z	206f080fe0b6a8094aa8671b4182f4d2b41c790eb2b25dd9f5a92cb1b0c96024	2026-09-15
github:eigenpal-issue-113	eigenpal/docx-editor	github-issue	https://github.com/eigenpal/docx-editor/issues/113	ISSUE #113	Read current unresolved user-reported roundtrip damage.	An open report claims merge-field and formatting corruption; version ambiguity prevents treating it as proof against current 2.x.	docx:package-and-semantic-fidelity-oracles:proof	documents	2026-09-15-documents-retained-source-reassessment	2026-08-31T06:21:07Z	f87200fd367d5e9c4735c21e27844ae3651e60988a8e99f6d65560855dd70dae	2026-09-15
github:eigenpal-pr-243	eigenpal/docx-editor	github-pr	https://github.com/eigenpal/docx-editor/pull/243	PR #243	Read current project claims and focused coverage intent.	The project aligned its 2.x lossless-roundtrip claims and added focused save/reopen coverage; claims were not independently replayed.	docx:canonical-ooxml-tree-replacement:architecture	documents	2026-09-15-documents-retained-source-reassessment	2026-08-09T13:48:04Z	0cce12a15c9b64f6ecb1c680d001e413715fe83b70b50b5b750a257827929605	2026-09-15
