source_ref	repo_key	kind	path_or_url	lines_or_id	read_reason	takeaway	lead_key	scope_id	review_id	source_revision	source_fingerprint	checked_at
html-to-docx:LICENSE	html-to-docx	local-source	/Users/zbeyens/git/html-to-docx/LICENSE	1-22	Strongest relevant source for scoped DOCX comparison	MIT conditions read; no copied source.	projection-not-preservation	documents	2026-09-14-documents-oss-fidelity-review	571d2e471f005a88b4af74fa5a49154fc8dd7b56	0d884149eb47e556659cfc4edb6a079f6834f083099ace94ae3d8960098037f7	2026-09-14
docx:src/patcher/from-docx.ts	docx	local-source	/Users/zbeyens/git/docx/src/patcher/from-docx.ts	1-260;265-335;355-434	Strongest relevant source for scoped DOCX comparison	Template patching retains unrelated binary entries and reserializes XML; it is not a general rich-editor import contract or byte-for-byte preservation claim.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	87d2b986a6db30018c0d3b21271b0e99041a326a4dbe3c9bde29176532532e92	2026-09-14
docx:src/file/paragraph/run/comment-run.ts	docx	local-source	/Users/zbeyens/git/docx/src/file/paragraph/run/comment-run.ts	1-41;158-206;431-455	Strongest relevant source for scoped DOCX comparison	Explicit paired comment range markers, author/date and threaded/durable comment metadata.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	f0e7e5f01213139313fe39355e8e61705af280e6df7165f574691d93f86bb5b9	2026-09-14
docx:src/file/track-revision/track-revision-components/inserted-text-run.ts	docx	local-source	/Users/zbeyens/git/docx/src/file/track-revision/track-revision-components/inserted-text-run.ts	63-75	Strongest relevant source for scoped DOCX comparison	Direct w:ins generation carries id, author, date and TextRun content.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	6a7f03625ffff8c0ff851618399b32fbc38e752e4b6c4afb912574fb08a7f655	2026-09-14
docx:src/file/track-revision/track-revision-components/deleted-text-run.ts	docx	local-source	/Users/zbeyens/git/docx/src/file/track-revision/track-revision-components/deleted-text-run.ts	68-146	Strongest relevant source for scoped DOCX comparison	Direct w:del generation carries identity and deleted run content.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	559d3400f37ec713a2988c33dcc678b50e712fbceda387c4a9c3b00cf6dafc4c	2026-09-14
docx:src/file/track-revision/track-revision-components/inserted-text-run.spec.ts	docx	local-source	/Users/zbeyens/git/docx/src/file/track-revision/track-revision-components/inserted-text-run.spec.ts	1-39	Strongest relevant source for scoped DOCX comparison	Exact emitted insertion identity and XML text assertion; inspected, not run.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	f41ea933a21f6b9df925480c592bb44c6383c0168274b710c7d523a5a53b2a81	2026-09-14
docx:src/file/paragraph/run/comment-run.spec.ts	docx	local-source	/Users/zbeyens/git/docx/src/file/paragraph/run/comment-run.spec.ts	1-43	Strongest relevant source for scoped DOCX comparison	Exact paired range marker assertions; inspected, not run.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	fd39f1f37e82a6d1f90f139a0d140617913432bebbb782a742ee2f9ed9eb0193	2026-09-14
docx:LICENSE	docx	local-source	/Users/zbeyens/git/docx/LICENSE	1-21	Strongest relevant source for scoped DOCX comparison	MIT conditions read; no copied source.	direct-ooxml	documents	2026-09-14-documents-oss-fidelity-review	fda088d1da3772474bec9c40feb210cebb304f97	b5b2364c0c95a26b2a2399d7e706a61acac680be1d5b180b00592ee85830bffb	2026-09-14
superdoc:README.md	superdoc	local-source	/Users/zbeyens/git/docx-editor/README.md	1-111	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R10; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	8931cad8825f841df292be76f7b425361a57c2ab50ecc52305ed60d43b26ca18	2026-09-14
superdoc:LICENSE	superdoc	local-source	/Users/zbeyens/git/docx-editor/LICENSE	1-40;520-550	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R11; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	8486a10c4393cee1c25392769ddd3b2d6c242d6ec7928e1414efff7dfb2f07ef	2026-09-14
superdoc:packages/document-api/src/export/export.types.ts	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/document-api/src/export/export.types.ts	1-56	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R12; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	2e6c1c64db240a33195bbca5485941a8ed65c58f1571f32b06f1d3b4e1142096	2026-09-14
superdoc:packages/document-api/src/export/export.ts	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/document-api/src/export/export.ts	1-73	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R13; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	23f5d2e4e8ef6f97016f2a8277a4810c587b411079d5f70e6b493a596fda00bb	2026-09-14
superdoc:packages/superdoc/src/core/helpers/export.js	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/superdoc/src/core/helpers/export.js	1-107	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R17; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	d9f015952095d7ccc93e7ffdc7e9cbedf42f479f5b915c29a3134f7c4f122cc2	2026-09-14
superdoc:packages/document-api/src/export/export.test.ts	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/document-api/src/export/export.test.ts	1-72	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R18; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	770685a3f73bd499308afe9a8a1865d760bd1ac2c357fac908a0c32b091b604f	2026-09-14
superdoc:packages/superdoc/package.json	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/superdoc/package.json	1-45;90-138	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R19; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	33cc7c608eb29b8dbf0aa486d3253b7ddd61d1218a30bcd898b18876b1c241ef	2026-09-14
superdoc:scripts/ci-docx-engine-artifact.mjs	superdoc	local-source	/Users/zbeyens/git/docx-editor/scripts/ci-docx-engine-artifact.mjs	1-24	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R20; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	0558ae0a5d46a3e99e7573145973008ba983955ea46412fc3a93ab4f56c15120	2026-09-14
superdoc:packages/superdoc/src/core/v2-integration/v2-integration.js	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/superdoc/src/core/v2-integration/v2-integration.js	1-125	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R21; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	8068bff5be5438937c7921fc423df9cbdbe3f75e52676c341dbafa4eb35607ab	2026-09-14
superdoc:packages/superdoc/src/core/SuperDoc.ts	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/superdoc/src/core/SuperDoc.ts	4150-4230	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R22; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	349363f735c103336b788043ea680b32efaa3aad19099ebd0f2ea2ee9fbbe476	2026-09-14
superdoc:packages/superdoc/src/core/SuperDoc.export.test.ts	superdoc	local-source	/Users/zbeyens/git/docx-editor/packages/superdoc/src/core/SuperDoc.export.test.ts	1-130	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R23; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	e545989809f3adb8be3d6c93e10cce1ad4162d8b4a7791d6d78d8a095be74fcb	2026-09-14
superdoc:apps/docs/content/docs/resources/docx-engine-license.mdx	superdoc	local-source	/Users/zbeyens/git/docx-editor/apps/docs/content/docs/resources/docx-engine-license.mdx	1-23;111-143	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R45; see shards/ckeditor-superdoc.md for exact claim and limits.	package-authority	documents	2026-09-14-documents-oss-fidelity-review	3bad86724392f1b91685a3b0cc1f82c9d998b410	c03e38b127f1f5e3e78cfe36e80a6c520406d56fa466deb0ebe892f7855cde08	2026-09-14
ckeditor:packages/ckeditor5/LICENSE.md	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5/LICENSE.md	1-52	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R24; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	a117cfe0ba5684fd8734ef9e36781f3f9ced6ccde6144a9c1622997b5e99cc0e	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/LICENSE.md	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/LICENSE.md	1-22	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R25; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	e2160085b4425822582cf8754123e10a115d8228a7657b9e39cebeead2cb89b6	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/pastefromoffice.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/pastefromoffice.ts	80-153	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R26; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	50bf1e457c50d04a46621273075103cd2d67abe8e5b1f5339fb516365f082c5f	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/normalizers/mswordnormalizer.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/normalizers/mswordnormalizer.ts	1-80	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R27; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	782dd77a12c5b489996798ef521fc061ff8f4918618bb982f02cff7a32c2e959	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/filters/parse.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/filters/parse.ts	1-172	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R28; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	d68dfa3b18f108f85a38a2657951ff3d9611105cfb0b8ebb12d516b1d3670069	2026-09-14
ckeditor:docs/features/cloud-services-overview.md	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/docs/features/cloud-services-overview.md	47-69	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R30; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	0f792f83a85f848a219e7861321b7a85c766fca519e1720b3c0c85f7a0203d84	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/filters/list.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/filters/list.ts	40-157	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R31; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	44cc3f4f0eb0b117c5f2577790cca20808e6a243c695bb1dca779329f373a416	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/filters/image.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/filters/image.ts	18-44;236-354	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R32; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	f2d78cdedc978c6b997b4fd5bbb4e366722b192974888f3031c59dce4496e0b9	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/filters/replacemsfootnotes.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/filters/replacemsfootnotes.ts	1-140	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R33; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	81aa4d1a1cdd5c4a56fe4f8c2b182fc8cc18a53fd08d28744ddb59cfa855992c	2026-09-14
ckeditor:packages/ckeditor5-clipboard/src/clipboardpipeline.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-clipboard/src/clipboardpipeline.ts	249-300	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R34; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	6547803beb3f8cd175fd37be7df39674ac6af468ef9eb22e51efe102e889019f	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/README.md	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/README.md	1-100	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R35; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	b34d5a4ee03f18ad0f88b41c42a4db12a21bd858f10c50fa816fffe1e8084e5d	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/data/normalization.js	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/data/normalization.js	1-64	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R36; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	e182f171d3b3b99f2f627b763202a1af6a7426e613a86e47c0282fa9873fa4ce	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/data/integration.js	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/data/integration.js	1-130	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R37; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	44027608d081f6f1dac587e24053b9578b36c300aee3a4468302ec3c9e9624af	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/filters/image.js	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/filters/image.js	17-65	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R38; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	7ce0e6ff41ffbf68928549099e863b61632e8889d915876d117c19020a2ee6a1	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/filters/replacemsfootnotes.js	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/filters/replacemsfootnotes.js	185-221	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R39; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	202a4504cbd736cb2a1783e95e9737b9423770f3268294c4beac71a56b3727df	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/_data/list/continuation-after-different-list/normalized.word.html	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/_data/list/continuation-after-different-list/normalized.word.html	1-31	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R40; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	74b63063c1c24808cdb382bb2d86ddcbbff888450475d9a10b1e37a63a36e8f9	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/_data/list/continuation-after-different-list/model.word.html	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/_data/list/continuation-after-different-list/model.word.html	1-9	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R41; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	3bf9552c16c43cb336f96267d8fcf155625587eaf72b78229882c317ee8cf7c1	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/tests/_utils/utils.js	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/tests/_utils/utils.js	185-207;229-247;307-352	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R42; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	9750ad5f525e519311faf3d5b2d2be9ecab741fd8d78e7fac142a2b56baf14ad	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/src/filters/removemsattributes.ts	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/src/filters/removemsattributes.ts	1-56	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R43; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	a034d6cba3b40fecd438db47164f8f28e7ac0712f14cdfc11109f0cef1e7cd68	2026-09-14
ckeditor:packages/ckeditor5-paste-from-office/docs/features/paste-from-office.md	ckeditor	local-source	/Users/zbeyens/git/ckeditor5/packages/ckeditor5-paste-from-office/docs/features/paste-from-office.md	12-41;64-94	Strongest relevant source for scoped DOCX comparison	Independent source sidecar R44; see shards/ckeditor-superdoc.md for exact claim and limits.	paste-evidence-before-cleanup	documents	2026-09-14-documents-oss-fidelity-review	d2e9dac45fd2af5de02c20aefeea1024c7bb489f	5a760b82532001c1850198e7318d8b8f67ea9f452f66d82343c1a4a4c5339ee8	2026-09-14
pandoc:src/Text/Pandoc/Readers/Docx.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/src/Text/Pandoc/Readers/Docx.hs	107-122;328-427;725-785;893-922	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	7ddcbe483c0efd1c6e07236cb858d50041dfb7e3908ab25cc1f768688152b731	2026-09-14
pandoc:src/Text/Pandoc/Readers/Docx/Parse.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/src/Text/Pandoc/Readers/Docx/Parse.hs	140-156;385-472;491-515;554-565;734-745;1150-1260;1340-1380	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	a92dbb764b3afe97eb76f5dd2f9c6a6683847ad8e1393cc111ca16365632c6a6	2026-09-14
pandoc:src/Text/Pandoc/Writers/Docx.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/src/Text/Pandoc/Writers/Docx.hs	65-171;496-513;842-877	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	5cad23e9a212de54873f9d77ee318982613775cf2bb3ae64e5df31071a3bfca8	2026-09-14
pandoc:src/Text/Pandoc/Writers/Docx/OpenXML.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/src/Text/Pandoc/Writers/Docx/OpenXML.hs	309-327;528-545;845-947;947-954	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	b7d97c3dc9736ae936032858eab10bf5c7ef7f64350fcd84ae50d47f53efc1c2	2026-09-14
pandoc:test/Tests/Readers/Docx.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/test/Tests/Readers/Docx.hs	30-57;397-487	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	50b080044de08dca578b34831c8f26dc76b268ecc2ad852da534aa994d62c2ce	2026-09-14
pandoc:test/Tests/Writers/Docx.hs	pandoc	local-source	/Users/zbeyens/git/pandoc/test/Tests/Writers/Docx.hs	1-96;206-232;270-325	Strongest relevant source for scoped DOCX comparison	Independent exact-source read (implementation_or_test); see shards/pandoc-preview.md for findings and limits.	explicit-projections	documents	2026-09-14-documents-oss-fidelity-review	bde8c297ee68c07a037f06971aa0f1cce8a876cb	6c34f1fc05f581b491a60cb6940527bbae66289d22f5e9243c6fbe567c6ac09a	2026-09-14
